k,model,larch,diff
1.450000000000000e0,2.012033934008745e-2,2.009284886755197e-2,2.749047253547757e-5
1.500000000000000e0,5.438331888550186e-2,5.411256444340888e-2,2.707544420929783e-4
1.550000000000000e0,8.642868788521132e-2,8.611033042562016e-2,3.183574595911620e-4
1.600000000000000e0,1.156195555475160e-1,1.152681180423988e-1,3.514375051172081e-4
1.650000000000000e0,1.411293213610806e-1,1.406728273556015e-1,4.564940054790356e-4
1.700000000000000e0,1.621493286536160e-1,1.616641557189680e-1,4.851729346479761e-4
1.750000000000000e0,1.783657194596443e-1,1.777615901639631e-1,6.041292956811828e-4
1.800000000000000e0,1.892311680792585e-1,1.885934374458280e-1,6.377306334305888e-4
1.850000000000000e0,1.944670888588386e-1,1.939096951849520e-1,5.573936738865470e-4
1.900000000000000e0,1.941933957383648e-1,1.934543094537796e-1,7.390862845851609e-4
1.950000000000000e0,1.876983313817277e-1,1.872181652685968e-1,4.801661131308976e-4
2.000000000000000e0,1.763021424364364e-1,1.756076414101513e-1,6.945010262850715e-4
2.050000000000000e0,1.596507753951272e-1,1.592074863076734e-1,4.432890874538076e-4
2.100000000000000e0,1.391123289960781e-1,1.387543676633363e-1,3.579613327417686e-4
2.150000000000000e0,1.141847151943440e-1,1.149897343852503e-1,-8.050191909063087e-4
2.200000000000000e0,8.772083640949355e-2,8.875688172901036e-2,-1.036045319516815e-3
2.250000000000000e0,6.085995796001108e-2,6.126408875565007e-2,-4.041307956389878e-4
2.300000000000000e0,3.416222602854382e-2,3.383069858273713e-2,3.315274458066952e-4
2.350000000000000e0,8.499987681370329e-3,8.001530980010461e-3,4.984567013598673e-4
2.400000000000000e0,-1.371518262559837e-2,-1.419485949073218e-2,4.796768651338101e-4
2.450000000000000e0,-3.094965549098672e-2,-3.094240168596014e-2,-7.253805026571913e-6
2.500000000000000e0,-4.324423757428204e-2,-4.224256148900268e-2,-1.001676085279360e-3
2.550000000000000e0,-5.288094779194741e-2,-5.031380519059944e-2,-2.567142601347966e-3
2.600000000000000e0,-5.919385016151581e-2,-5.670952968803743e-2,-2.484320473478387e-3
2.650000000000000e0,-6.228250462233732e-2,-6.135428800005268e-2,-9.282166222846361e-4
2.700000000000000e0,-6.286471186757089e-2,-6.305081412694059e-2,1.861022593696998e-4
2.750000000000000e0,-6.079146392761522e-2,-6.127376324439794e-2,4.822993167827166e-4
2.800000000000000e0,-5.617752323316479e-2,-5.652561559186974e-2,3.480923587049420e-4
2.850000000000000e0,-4.961548379718161e-2,-4.955663879173896e-2,-5.884500544265509e-5
2.900000000000000e0,-4.129042797177813e-2,-4.113529316986852e-2,-1.551348019096094e-4
2.950000000000000e0,-3.144897670154966e-2,-3.168053048321991e-2,2.315537816702587e-4
3.000000000000000e0,-2.101381869739464e-2,-2.146831418650914e-2,4.544954891144981e-4
3.050000000000000e0,-1.078666963193057e-2,-1.087946208821198e-2,9.279245628141149e-5
3.100000000000000e0,-3.658322733362814e-5,-4.587705779771952e-4,4.221873506435671e-4
3.150000000000000e0,9.908778655508108e-3,9.061277594673041e-3,8.475010608350667e-4
3.200000000000000e0,1.794161808104808e-2,1.708921245437348e-2,8.524056266746016e-4
3.250000000000000e0,2.353788715967569e-2,2.332543994108142e-2,2.124472185942687e-4
3.300000000000000e0,2.845993286657955e-2,2.767369495791551e-2,7.862379086640350e-4
3.350000000000000e0,3.113273422162342e-2,2.994275657939049e-2,1.189977642232935e-3
3.400000000000000e0,3.087844793631642e-2,2.989024823516422e-2,9.881997011522078e-4
3.450000000000000e0,2.759802814511045e-2,2.740457688441883e-2,1.934512606916183e-4
3.500000000000000e0,2.338274733806271e-2,2.261174459581147e-2,7.710027422512464e-4
3.550000000000000e0,1.680649138590682e-2,1.579795282183295e-2,1.008538564073871e-3
3.600000000000000e0,8.050019255086726e-3,7.323249415895688e-3,7.267698391910382e-4
3.650000000000000e0,-2.326800074331921e-3,-2.380798998970953e-3,5.399892463903199e-5
3.700000000000000e0,-1.248343464689226e-2,-1.281254498424808e-2,3.291103373558191e-4
3.750000000000000e0,-2.307693658761058e-2,-2.339859823437767e-2,3.216616467670921e-4
3.800000000000000e0,-3.340851871665741e-2,-3.353472147970279e-2,1.262027630453758e-4
3.850000000000000e0,-4.271392490009833e-2,-4.262032967414725e-2,-9.359522595107916e-5
3.900000000000000e0,-5.011298510543122e-2,-5.008641634667832e-2,-2.656875875289844e-5
3.950000000000000e0,-5.547056872173054e-2,-5.541970665377990e-2,-5.086206795064385e-5
4.000000000000000e0,-5.829997534028121e-2,-5.818284346494816e-2,-1.171318753330486e-4
4.050000000000000e0,-5.822272467834953e-2,-5.803659160936112e-2,-1.861330689884172e-4
4.100000000000001e0,-5.495009600506288e-2,-5.478653800353910e-2,-1.635580015237822e-4
4.150000000000000e0,-4.868771564777291e-2,-4.847398543699171e-2,-2.137302107812003e-4
4.200000000000000e0,-3.958346483255169e-2,-3.934649815839190e-2,-2.369666741597956e-4
4.250000000000000e0,-2.798266144977917e-2,-2.782024409440195e-2,-1.624173553772153e-4
4.300000000000000e0,-1.460905961770329e-2,-1.441432204924694e-2,-1.947375684563483e-4
4.350000000000001e0,1.708155062625760e-4,3.265218023979571e-4,-1.557062961353811e-4
4.400000000000000e0,1.570738199788277e-2,1.578191918956779e-2,-7.453719168502848e-5
4.450000000000000e0,3.128333551443332e-2,3.125449153850474e-2,2.884397592857468e-5
4.500000000000000e0,4.606982837534992e-2,4.598155098922993e-2,8.827738611999481e-5
4.550000000000000e0,5.928839323327153e-2,5.917879554031483e-2,1.095976929567019e-4
4.600000000000001e0,7.025617464280982e-2,7.011813343809929e-2,1.380412047105317e-4
4.650000000000000e0,7.834759561293334e-2,7.816915293860129e-2,1.784426743320494e-4
4.700000000000000e0,8.293599104220294e-2,8.281759304920717e-2,1.183979929957613e-4
4.750000000000000e0,8.378075091169682e-2,8.368420542837066e-2,9.654548332616031e-5
4.800000000000001e0,8.074332009007558e-2,8.058963229390792e-2,1.536877961676592e-4
4.850000000000001e0,7.380818145246276e-2,7.358342092383775e-2,2.247605286250093e-4
4.900000000000000e0,6.313132956065608e-2,6.295556973109265e-2,1.757598295634294e-4
4.950000000000000e0,4.937709466889088e-2,4.920365892816373e-2,1.734357407271458e-4
5.000000000000000e0,3.313406146083236e-2,3.296768579203947e-2,1.663756687928925e-4
5.050000000000001e0,1.509638457062137e-2,1.498984481746126e-2,1.065397531601099e-4
5.100000000000001e0,-3.940298447315098e-3,-3.929514776377779e-3,-1.078367093731904e-5
5.150000000000000e0,-2.303873637745223e-2,-2.295628888039202e-2,-8.244749706020488e-5
5.200000000000000e0,-4.131448913532024e-2,-4.122508671583548e-2,-8.940241948476174e-5
5.250000000000000e0,-5.794288794319646e-2,-5.786692630852265e-2,-7.596163467380596e-5
5.300000000000001e0,-7.210043552842621e-2,-7.202556967489648e-2,-7.486585352972641e-5
5.350000000000001e0,-8.298292422735837e-2,-8.291373033798419e-2,-6.919388937418058e-5
5.400000000000000e0,-9.005282881440629e-2,-8.992350683799055e-2,-1.293219764157416e-4
5.450000000000000e0,-9.288373785396675e-2,-9.268088631045045e-2,-2.028515435163053e-4
5.500000000000000e0,-9.126446850810330e-2,-9.107908727781257e-2,-1.853812302907293e-4
5.550000000000001e0,-8.541253224300922e-2,-8.523224567628562e-2,-1.802865667236003e-4
5.600000000000001e0,-7.559400544277149e-2,-7.540638119559814e-2,-1.876242471733486e-4
5.650000000000000e0,-6.217813286840716e-2,-6.200189369554369e-2,-1.762391728634752e-4
5.700000000000000e0,-4.565476472998906e-2,-4.557316986790264e-2,-8.159486208642042e-5
5.750000000000000e0,-2.693981982355887e-2,-2.687967771539055e-2,-6.014210816832066e-5
5.800000000000001e0,-6.929622979095446e-3,-6.849405836761214e-3,-8.021714233423256e-5
5.850000000000001e0,1.340022859823262e-2,1.348432009170464e-2,-8.409149347201814e-5
5.900000000000000e0,3.301707188365993e-2,3.308903116410555e-2,-7.195928044562150e-5
5.950000000000000e0,5.099550994571549e-2,5.102264616099141e-2,-2.713621527591914e-5
6.000000000000000e0,6.648579766189662e-2,6.644019174355857e-2,4.560591833804861e-5
6.050000000000001e0,7.872363634040971e-2,7.862235679434557e-2,1.012795460641480e-4
6.100000000000001e0,8.705038804826132e-2,8.699505008224447e-2,5.533796601685237e-5
6.150000000000000e0,9.112583570991400e-2,9.115787654823546e-2,-3.204083832145099e-5
6.200000000000000e0,9.079222393322735e-2,9.091884418325794e-2,-1.266202500305874e-4
6.250000000000000e0,8.610618092822049e-2,8.630565955985785e-2,-1.994786316373565e-4
6.300000000000001e0,7.733386277607064e-2,7.756464886558304e-2,-2.307860895123942e-4
6.350000000000001e0,6.493598319753630e-2,6.514820479733918e-2,-2.122215998028865e-4
6.400000000000000e0,4.954356682094049e-2,4.969138238178368e-2,-1.478155608431939e-4
6.450000000000000e0,3.192570570443557e-2,3.197887233777263e-2,-5.316663333706367e-5
6.500000000000000e0,1.295097295468766e-2,1.290412019320335e-2,4.685276148431311e-5
6.550000000000001e0,-6.524375213227045e-3,-6.577220900253045e-3,5.284568702599961e-5
6.600000000000001e0,-2.549604554111649e-2,-2.549764026540373e-2,1.594724287241889e-6
6.650000000000000e0,-4.292720477813439e-2,-4.292794882956833e-2,7.440514339443483e-7
6.700000000000000e0,-5.799193349540040e-2,-5.802370193848817e-2,3.176844308777627e-5
6.750000000000000e0,-6.999355048875726e-2,-7.006731498927628e-2,7.376450051901906e-5
6.800000000000001e0,-7.839662335364235e-2,-7.850324998118982e-2,1.066266275474709e-4
6.850000000000001e0,-8.285050972278839e-2,-8.296445633348552e-2,1.139466106971354e-4
6.900000000000000e0,-8.320341867383531e-2,-8.328877256613433e-2,8.535389229902268e-5
6.950000000000000e0,-7.950646723288196e-2,-7.952454115866209e-2,1.807392578012657e-5
7.000000000000000e0,-7.200770926609361e-2,-7.192526911410060e-2,-8.244015199300458e-5
7.050000000000001e0,-6.102663678595777e-2,-6.093374572850791e-2,-9.289105744986204e-5
7.100000000000001e0,-4.715822447031533e-2,-4.715640700691572e-2,-1.817463399611530e-6
7.150000000000000e0,-3.127057585424395e-2,-3.132942550937055e-2,5.884965512659851e-5
7.200000000000000e0,-1.419245365934130e-2,-1.427907649474588e-2,8.662283540458726e-5
7.250000000000000e0,3.206818639974086e-3,3.121734130525496e-3,8.508450944858968e-5
7.300000000000001e0,2.006142877995181e-2,1.999857567972660e-2,6.285310022521515e-5
7.350000000000001e0,3.555196943844096e-2,3.551988516577422e-2,3.208427266673808e-5
7.400000000000000e0,4.894504126044090e-2,4.893837819426151e-2,6.663066179385391e-6
7.450000000000000e0,5.962766676761093e-2,5.962740437407831e-2,2.623935326170890e-7
7.500000000000000e0,6.713492074622879e-2,6.711047149618247e-2,2.444925004631282e-5
7.550000000000001e0,7.112971277840480e-2,7.108254557408521e-2,4.716720431958976e-5
7.600000000000001e0,7.144312975605961e-2,7.142219975837473e-2,2.092999768488202e-5
7.650000000000000e0,6.817442473172988e-2,6.819433118481183e-2,-1.990645308194705e-5
7.700000000000000e0,6.158192912946175e-2,6.164319123625330e-2,-6.126210679155419e-5
7.750000000000000e0,5.208452475831051e-2,5.217621235581463e-2,-9.168759750411565e-5
7.800000000000001e0,4.023619777812287e-2,4.033975560878329e-2,-1.035578306604196e-4
7.850000000000001e0,2.669443071902845e-2,2.678820095319883e-2,-9.377023417038444e-5
7.900000000000000e0,1.218420590774747e-2,1.224811874907342e-2,-6.391284132595092e-5
7.950000000000000e0,-2.540431272426834e-3,-2.520517219241452e-3,-1.991405318538253e-5
8.000000000000000e0,-1.673523012358915e-2,-1.676400091345857e-2,2.877078986942075e-5
8.050000000000001e0,-2.975086787194265e-2,-2.977333293763550e-2,2.246506569285323e-5
8.100000000000000e0,-4.092721027545184e-2,-4.091886099415020e-2,-8.349281301639477e-6
8.150000000000000e0,-4.969916393499049e-2,-4.968110509181467e-2,-1.805884317582218e-5
8.200000000000001e0,-5.568962549721067e-2,-5.567600701799864e-2,-1.361847921202419e-5
8.250000000000000e0,-5.867490312421866e-2,-5.867189565488429e-2,-3.007469334376234e-6
8.300000000000001e0,-5.859168608222133e-2,-5.859796531610711e-2,6.279233885783664e-6
8.350000000000000e0,-5.553554327146421e-2,-5.554400703826384e-2,8.463766799624017e-6
8.400000000000000e0,-4.975128011928053e-2,-4.975159818027985e-2,3.180609993228001e-7
8.450000000000001e0,-4.161589560047548e-2,-4.159742424055457e-2,-1.847135992091159e-5
8.500000000000000e0,-3.161524256111940e-2,-3.156982764134590e-2,-4.541491977350098e-5
8.550000000000001e0,-2.028975834886499e-2,-2.023998357483600e-2,-4.977477402898223e-5
8.600000000000000e0,-8.264233551642994e-3,-8.228727770454299e-3,-3.550578118869524e-5
8.650000000000000e0,3.803164319763909e-3,3.827479727038068e-3,-2.431540727415842e-5
8.700000000000001e0,1.529196788358638e-2,1.530936795006152e-2,-1.740006647513691e-5
8.750000000000000e0,2.563125240290785e-2,2.564617866034529e-2,-1.492625743743439e-5
8.800000000000001e0,3.432757995357875e-2,3.434356122040055e-2,-1.598126682179901e-5
8.850000000000000e0,4.098802885982383e-2,4.100669307998268e-2,-1.866422015884411e-5
8.900000000000000e0,4.533726589870126e-2,4.535758178295143e-2,-2.031588425017300e-5
8.950000000000001e0,4.722796354829161e-2,4.724583343258998e-2,-1.786988429836739e-5
9.000000000000000e0,4.664423487836711e-2,4.665252827378931e-2,-8.293395422201422e-6
9.050000000000001e0,4.368960656600453e-2,4.368722123280012e-2,2.385333204402151e-6
9.100000000000000e0,3.858732198792562e-2,3.857880239993067e-2,8.519587994949840e-6
9.150000000000000e0,3.167624996030285e-2,3.166068225402761e-2,1.556770627524073e-5
9.200000000000001e0,2.337453015046732e-2,2.335012603780156e-2,2.440411266576778e-5
9.250000000000000e0,1.415811488757072e-2,1.412354756874768e-2,3.456731882303665e-5
9.300000000000001e0,4.534027591391403e-3,4.489379393336292e-3,4.464819805511094e-5
9.350000000000000e0,-4.987091066250723e-3,-5.039917047772023e-3,5.282598152130027e-5
9.400000000000000e0,-1.391768453200130e-2,-1.397513594748538e-2,5.745141548408120e-5
9.450000000000001e0,-2.181785392533341e-2,-2.187543016706310e-2,5.757624172969197e-5
9.500000000000000e0,-2.831658748797239e-2,-2.836992789242949e-2,5.334040445710217e-5
9.550000000000001e0,-3.312774104292069e-2,-3.317484174443213e-2,4.710070151144052e-5
9.600000000000001e0,-3.606926281099043e-2,-3.610552971219381e-2,3.626690120337589e-5
9.650000000000000e0,-3.705866643739480e-2,-3.708136689927710e-2,2.270046188229680e-5
9.700000000000001e0,-3.611551325184004e-2,-3.612505751102309e-2,9.544259183043302e-6
9.750000000000000e0,-3.335853167925697e-2,-3.335737150533307e-2,-1.160173923896168e-6
9.800000000000001e0,-2.899587664110007e-2,-2.898714746713086e-2,-8.729173969209553e-6
9.850000000000001e0,-2.331107486184904e-2,-2.329725107638915e-2,-1.382378545989119e-5
9.900000000000000e0,-1.664554704819750e-2,-1.662736038323953e-2,-1.818666495796359e-5
9.950000000000001e0,-9.378746204982760e-3,-9.354567131054040e-3,-2.417907392871996e-5
1.000000000000000e1,-1.907039499459864e-3,-1.872848172190767e-3,-3.419132726909641e-5
1.005000000000000e1,5.404235159131192e-3,5.427492164462626e-3,-2.325700533143370e-5
1.010000000000000e1,1.218533646107334e-2,1.217902825553127e-2,6.308205542062545e-6
1.015000000000000e1,1.809120018546068e-2,1.805524144004871e-2,3.595874541197433e-5
1.020000000000000e1,2.284708094045870e-2,2.278621937645637e-2,6.086156400232981e-5
1.025000000000000e1,2.624816217071798e-2,2.617062965873060e-2,7.753251198738473e-5
1.030000000000000e1,2.816774770969819e-2,2.808372682602689e-2,8.402088367130342e-5
1.035000000000000e1,2.856104775042641e-2,2.848111496202296e-2,7.993278840345494e-5
1.040000000000000e1,2.746451802844522e-2,2.739821257867673e-2,6.630544976848896e-5
1.045000000000000e1,2.499094833649786e-2,2.494559303993540e-2,4.535529656245207e-5
1.050000000000000e1,2.132071490946263e-2,2.130058386675655e-2,2.013104270608482e-5
1.055000000000000e1,1.668979972963384e-2,1.669569129211092e-2,-5.891562477076256e-6
1.060000000000000e1,1.137532939622982e-2,1.140456359473908e-2,-2.923419850925368e-5
1.065000000000000e1,5.679490273773131e-3,5.726311416106131e-3,-4.682114233300026e-5
1.070000000000000e1,-8.726874700358951e-5,-3.093868396967467e-5,-5.633006303391484e-5
1.075000000000000e1,-5.622830509979794e-3,-5.566371271701225e-3,-5.645923827856964e-5
1.080000000000000e1,-1.064893044414636e-2,-1.060184066582380e-2,-4.708977832255934e-5
1.085000000000000e1,-1.492482327897522e-2,-1.489549275332029e-2,-2.933052565492859e-5
1.090000000000000e1,-1.825844293462713e-2,-1.825299994212069e-2,-5.442992506432542e-6
1.095000000000000e1,-2.051456098734113e-2,-2.053590767384609e-2,2.134668650495206e-5
1.100000000000000e1,-2.161962767027644e-2,-2.166676060250415e-2,4.713293222771003e-5
1.105000000000000e1,-2.159559535115307e-2,-2.163085686820075e-2,3.526151704768068e-5
1.110000000000000e1,-2.046443939411241e-2,-2.047465442990558e-2,1.021503579317490e-5
1.115000000000000e1,-1.830885617706900e-2,-1.830105771378189e-2,-7.798463287109897e-6
1.120000000000000e1,-1.527973434793269e-2,-1.526194409035614e-2,-1.779025757655227e-5
1.125000000000000e1,-1.156827494848378e-2,-1.154841037692295e-2,-1.986457156083303e-5
1.130000000000000e1,-7.394402676040361e-3,-7.379338145569930e-3,-1.506453047043100e-5
1.135000000000000e1,-2.994083176154382e-3,-2.988938879825488e-3,-5.144296328893610e-6
1.140000000000000e1,1.393738311717747e-3,1.386031097737146e-3,7.707213980601493e-6
1.145000000000000e1,5.539867622724782e-3,5.518704446114999e-3,2.116317660978261e-5
1.150000000000000e1,9.236596126803429e-3,9.203547913928561e-3,3.304821287486784e-5
1.155000000000000e1,1.230785136401517e-2,1.226625721756981e-2,4.159414644535307e-5
1.160000000000000e1,1.461728280729509e-2,1.457164282457137e-2,4.563998272372194e-5
1.165000000000000e1,1.607393015145254e-2,1.602917070210778e-2,4.475944934476117e-5
1.170000000000000e1,1.663526413013910e-2,1.659595801810001e-2,3.930611203909265e-5
1.175000000000000e1,1.630753841598001e-2,1.627716503008925e-2,3.037338589076746e-5
1.180000000000000e1,1.514353743530846e-2,1.512386329484178e-2,1.967414046667379e-5
1.185000000000000e1,1.323794112521972e-2,1.322858963079862e-2,9.351494421099005e-6
1.190000000000000e1,1.072064680717284e-2,1.071890850872551e-2,1.738298447332212e-6
1.195000000000000e1,7.748484659225614e-3,7.749397380750424e-3,-9.127215248099993e-7
1.200000000000000e1,4.495832401385359e-3,4.492535878338436e-3,3.296523046923336e-6
1.205000000000000e1,1.139103399106243e-3,1.129009678268843e-3,1.009372083739940e-5
1.210000000000000e1,-2.152714432924367e-3,-2.162096817035537e-3,9.382384111170441e-6
1.215000000000000e1,-5.209025562333457e-3,-5.212481968576560e-3,3.456406243103165e-6
1.220000000000000e1,-7.877793575696814e-3,-7.872854994341653e-3,-4.938581355161398e-6
1.225000000000000e1,-1.003312274452324e-2,-1.001991949450199e-2,-1.320325002125353e-5
1.230000000000000e1,-1.158096075066815e-2,-1.156175306398890e-2,-1.920768667925538e-5
1.235000000000000e1,-1.246289461558476e-2,-1.244136833240152e-2,-2.152628318323815e-5
1.240000000000000e1,-1.265790760835382e-2,-1.263834178303834e-2,-1.956582531548179e-5
1.245000000000000e1,-1.218207910121972e-2,-1.216849891701549e-2,-1.358018420422741e-5
1.250000000000000e1,-1.108632032085019e-2,-1.108174336415266e-2,-4.576956697532886e-6
1.255000000000000e1,-9.452340835749829e-3,-9.458208599265975e-3,5.867763516145819e-6
1.260000000000000e1,-7.387128256504265e-3,-7.402989761817498e-3,1.586150531323379e-5
1.265000000000000e1,-5.016292796854393e-3,-5.039776205606521e-3,2.348340875212799e-5
1.270000000000000e1,-2.476675994809918e-3,-2.503750219292607e-3,2.707422448268914e-5
1.275000000000000e1,9.135275303203421e-5,6.585776105391020e-5,2.549499197812400e-5
1.280000000000000e1,2.551487582960714e-3,2.533162767047225e-3,1.832481591348967e-5
1.285000000000000e1,4.778563503307083e-3,4.772588782592042e-3,5.974720715041203e-6
1.290000000000000e1,6.664760811438972e-3,6.675057528337165e-3,-1.029671689819264e-5
1.295000000000000e1,8.124638533797102e-3,8.153108738198085e-3,-2.847020440098318e-5
1.300000000000000e1,9.098773392941647e-3,9.144722221219244e-3,-4.594882827759633e-5
1.305000000000000e1,9.573023737135989e-3,9.615685819962095e-3,-4.266208282610595e-5
1.310000000000000e1,9.526684155645615e-3,9.560466761592517e-3,-3.378260594690159e-5
1.315000000000000e1,8.974337936949019e-3,9.001610557677649e-3,-2.727262072863001e-5
1.320000000000000e1,7.964629737904395e-3,7.987590027620914e-3,-2.296028971651883e-5
1.325000000000000e1,6.568921356885377e-3,6.589308887028172e-3,-2.038753014279443e-5
1.330000000000000e1,4.876591083121031e-3,4.895520112888521e-3,-1.892902976748968e-5
1.335000000000000e1,2.989535764523898e-3,3.007443206001367e-3,-1.790744147746976e-5
1.340000000000000e1,1.016203725434990e-3,1.032898863024424e-3,-1.669513758943393e-5
1.345000000000000e1,-9.345000468373264e-4,-9.197045512599945e-4,-1.479549557733195e-5
1.350000000000000e1,-2.759100876325066e-3,-2.747201441313184e-3,-1.189943501188210e-5
1.355000000000000e1,-4.364921920738579e-3,-4.357006341400600e-3,-7.915579337979331e-6
1.360000000000000e1,-5.674660711482343e-3,-5.671685938644051e-3,-2.974772838292700e-6
1.365000000000000e1,-6.629956591377241e-3,-6.632544991951675e-3,2.588400574434283e-6
1.370000000000000e1,-7.193794242288058e-3,-7.202067296267993e-3,8.273053979934719e-6
1.375000000000000e1,-7.351657865541332e-3,-7.365121355367849e-3,1.346348982651704e-5
1.380000000000000e1,-7.111421974084239e-3,-7.128911471144582e-3,1.748949706034328e-5
1.385000000000000e1,-6.502034183231597e-3,-6.521724465611306e-3,1.969028237970918e-5
1.390000000000000e1,-5.571109111505314e-3,-5.590586389117912e-3,1.947727761259822e-5
1.395000000000000e1,-4.381607244386689e-3,-4.397998944792540e-3,1.639170040585065e-5
1.400000000000000e1,-3.007815710722294e-3,-3.017969208148637e-3,1.015349742634376e-5
